ASSETID,TEXT,language,municipio,distrito,barrio,habitaciones,baños,rooms_detected,area_detected,caracteristicas_detected,ubicacion_detected,precio_detected,caracteristicas,precio,area
A4757748031419863645,"´Bonito piso, acogedor y luminoso, tiene 2 dormitorios, una cocina y un baño, una sala de estar con salida a un hermoso balcón. El apartamento se puede actualizar para adaptarse a su gusto. El apartamento está situado en uno de los mejores lugares de Barcelona. Se encuentra cerca de Casa Emili Batlle, Parc de Joan Miró, todo tipo de transporte público, parques, zonas infantiles, etc. En caso de que necesite financiamiento o reparación, podemos ofrecerle estos servicios. Llámenos para obtener más información. ´.",es,Barcelona,Eixample,La Nova Esquerra de l'Eixample,2.0,1.0,"['2 dormitorios', 'cocina', 'baño', 'sala de estar']",[],[],[],[],[],,
A7009984278698868114,"Dos palabras juntas que en el centro de valencia forman una explosión ATICO+DUPLEX ¿Qué te parece la idea? Un ático donde en la primera planta tiene una cocina totalmente reformada, un salón comedor que da acceso a una terraza con unas vistas inmejorables, un baño completo y una habitación con armario empotrado. Siguiendo por la vivienda, podemos subir a la segunda planta, donde un pequeño estudio muy acogedor y un armario trastero impresionante nos reciben, y para esas noches de relax y tranquilidad una habitación principal, que también tiene otro armario empotrado con baño _________________________________________________ Nuestro servicio con cada uno de nuestros clientes es en exclusividad, por lo que nosotros le garantizamos un servicio de calidad y sencillo sin interferencias de terceros, nuestra inmobiliaria trabaja con exclusividad compartida, por lo que estaremos encantados de colaborar con cualquier agencia o particular que esté interesado en el inmueble. Por ese motivo, se ruega no molestar al propietario o inquilinos de la propiedad. Si usted es un posible cliente o agente inmobiliario, interesado en esta propiedad, no dude en llamarnos a nosotros, estaremos encantados de colaborar.",es,València,Jesús,L'Hort de Senabre,,1.0,"['cocina', 'comedor', 'baño']",[],['terraza'],[],[],['terraza'],,
A4125719677918398719,"Fabuloso ático a buen precio en el barrio de Algirós, junto hotel Puerta de Valencia. Zona con todos los servicios disponibles; supermercados, mercado de Algirós, centro médico y próximo a parada de metro y línea de buses. Dispone de cocina americana con preciosas vistas al jardín, salón diáfano, dos habitaciones amplias, baño de gresite con bañera, balcón, amplia armariada y preciosa terraza ajardinada con barbacoa, punto de agua, toma de luz y enchufe estanco. Amueblado y con electrodomésticos. Aire acondicionado f/c. Calentador eléctrico. Muy luminoso y soleado. Exterior. Suelo de parquet. Puertas lacadas en blanco. Paredes lisas. Grandes tallas señoriales. Sin ascensor. Disponible a partir de noviembre. Te va a encantar! ",es,València,Camins al Grau,Albors,2.0,1.0,"['cocina', 'dos habitaciones', 'baño']",[],"['bañera', 'terraza', 'barbacoa', 'Aire acondicionado', 'Exterior', 'ascensor']","['hotel', 'mercado', 'médico', 'parada']",[],"['terraza', 'aire acondicionado', 'ascensor']",,
A9611877895185125522,"Oportunidad de inversión en malasaña!
servivienda asesores inmobiliarios, ofrece una vivienda en una de las zonas con mas demanda y auge de todo madrid, barrio de malasaña.
Vivienda exterior, muy luminosa, totalmente reformada con materiales de primera calidad.
Actualmente se encuentra alquilada por habitaciones a estudiante, por un importe de 2500€ mensuales.
Vivienda luminosa exterior con tres balcones a la calle, la distribución es de 3 amplios dormitorios, con zona de estudio, armarios empotrados de gran capacidad, televisión y aire acondicionado.
Dos baños completos y amplio salón con cocina incorporada totalmente equipada. Al lado de todos los servicios y transporte publico. Impuestos no incluidos.",es,Madrid,Centro,Malasaña-Universidad,,2.0,"['Dos baños', 'cocina']",[],"['exterior', 'armarios empotrados', 'aire acondicionado']",[],['2500€'],"['armario empotrado', 'aire acondicionado']",2500.0,
A6749334791320220516,"Prime Select pone a la venta este luminoso piso exterior en pleno corazón de Malasaña.
La vivienda consta de 138 m², distribuidos en 2 salones grandes, 2 dormitorios actuales (eran 3, pero uno de ellos se ha incorporado al salón), 2 baños, 1 despensa y cocina. El inmueble tiene dos balcones hacia la calle Pizarro, con orientación Oeste. 

La finca no tiene ascensor y no dispone de portero físico. La ITE está pasada y la vivienda dispone de instalación de aire acondicionado. 

El barrio de Malasaña recibe su nombre por la heroína del levantamiento popular contra los franceses en 1808, Manuela Malasaña. Este barrio ha visto nacer la famosa Movida Madrileña, y sigue siendo el centro de la vida cultural más moderna y alternativa de Madrid. Sus gentes, sus tiendas y sus restaurantes tienen una mezcla de rabiosa actualidad y sorprendente originalidad, con el ambiente más castizo y popular.",es,Madrid,Centro,Malasaña-Universidad,2.0,2.0,"['2 dormitorios', '2 baños', 'despensa', 'cocina']",['138 m²'],"['exterior', 'ascensor', 'aire acondicionado']",[],[],"['ascensor', 'aire acondicionado']",,138.0
A15028879566740499992,"Piso de 102m2 en el corazón del Eixample Izquierdo, en la Calle Rocafort esquina Paris. Es un quinto real muy luminoso y muy tranquilo en una finca con 3 ascensores y una zona de descanso y juegos para los vecinos en la planta baja. Consta de amplio salón exterior a patio de manzana orientación girona, cocina con salida a un práctico lavadero, tres habitaciones dobles (dos medianas y una amplia) y una individual, dos baños (uno con bañera y uno con ducha). Necesita reforma pero tiene un potencial muy alto al ser totalmente exterior y con todos tabiques. Calefacción de gas. Posibilidad plaza de parking en alquiler en la misma finca donde se puede bajar con ascensor (80/100€ al mes).",es,Barcelona,Eixample,La Nova Esquerra de l'Eixample,3.0,2.0,"['cocina', 'tres habitaciones', 'dos baños']",[],"['exterior', 'bañera', 'ascensor']",[],['80/100€'],['ascensor'],80.0,
A7845549350864671615,"Piso de 3 habitaciones, 2 dobles y una individual, un baño con ducha, cocina, lavadero, salón con salida a balcon, suelo de terrazo, aire acondicionado, la finca no tiene ascensor, si tiene la ITE realizada, el piso está muy próximo a la estación de metro Badal y rodeado de todos los servicios, como comercios, restaurantes, servicios religiosos mercado, etc, y con una buena comunicación por autobuses dado su cercania a la carretera de Sants.",es,Barcelona,Sants-Montjuïc,Sants - Badal,3.0,1.0,"['3 habitaciones', 'baño', 'cocina']",[],"['aire acondicionado', 'ascensor']",['mercado'],[],"['aire acondicionado', 'ascensor']",,
A12695593037464892274,"Inmueble exterior de 95m2 para actualizar con orientación este, ubicado en una 6ºplanta con ascensor, dispone de salón, 3 habitaciones,  1 baño, cocina, calefacción a gas natural, armarios empotrados y  ventanas de aluminio.

Excelente  ubicación y comunicación con M-40 y tunel de O´donnell,  cercano a gran variedad de comercios, parques, colegios, línea  de metro L2 Avda. Guadalajara  y líneas de autobuses 4, 153.

Si desea financiación, podemos asesorarle gratuitamente y sin compromiso.
***Posibilidad de Financiar su vivienda al 100% con GF ASESORES. Soluciones Financieras***
 Para poder ver todos nuestros inmuebles puede visitar nuestra página web y puede descargarse nuestra APP Globalpiso totalmente gratuita. Ofrecemos posible financiación del 100% con GFasesores y valoramos su inmueble gratuitamente.",es,Madrid,San Blas,Arcos,,1.0,"['baño', 'cocina']",[],"['exterior', 'ascensor', 'armarios empotrados']",[],['financiación'],"['ascensor', 'armario empotrado']",,
A5979977590399281176,"Residencial con piscina, conserje, gimnasio, padel, zona de juegos infantiles, ático duplex de tres habitaciones dos baños, carpintería lacada en blanco cristales de climalit o similares, suelos de mármol, A/ A, frío y calor, reformado garaje y trastero opcionales terracita, zona de servicios.",es,València,Campanar,Campanar,3.0,2.0,"['tres habitaciones', 'dos baños']",[],"['piscina', 'climalit']",[],[],['piscina'],,
A17543926124867787266,"Piso a la venta en el barrio del Pueblo Nuevo, en una zona muy cerca al centro del barrio, zona de playas, y el centro comercial de las glorias, la vivienda se encuentra en una quinta planta de altura en una finca con ascensor, tiene una superficie de 105m2, con un amplio salon-comedor de 25m2 luminoso, la vivienda dispone de 4 habitaciones ( 2 dobles de 13m2 y 10m2 exteriores, una de 8m2 interior y otra habitacion de 5m2 tipo despacho o trastero) la cocina esta reformada, y dispone de una baño completo con plato de ducha tambien reformado, piso con muy buenos acabados como parket, led de bajo consumo, carpinteria de aluminio, y aire acondicionado, y puertas de roble, piso muy bien comunicado por su proximidad a transportes publicos, zona de colegios y mercados.",es,Barcelona,Sant Martí,El Parc i la Llacuna del Poblenou,4.0,1.0,"['salon-comedor', '4 habitaciones', 'habitacion', 'despacho', 'cocina', 'baño']",[],"['ascensor', 'interior', 'plato de ducha', 'aire acondicionado']",['centro comercial'],[],"['ascensor', 'aire acondicionado']",,
A7899221925143922450,"Vivienda cercana al Centro Comercial de Arturo Soria, con orientación sur, muy soleada de 4 dormitorios y 2 baños. Dispone de calefacción central, portero físico, ascensor, plaza de garaje y trastero. Inspección técnica de edificios favorable.
Tiene amplias zonas comunes y verdes con parque infantil y juegos. Zona residencial, con buenas comunicaciones, servicios y colegios. Visitas entre semana a partir de las 17.30 h y fines de se mana desde 12 h. ABSTENERSE AGENCIAS.",es,Madrid,Ciudad Lineal,San Pascual,4.0,2.0,"['4 dormitorios', '2 baños']",[],['ascensor'],"['Centro Comercial', 'parque']",[],['ascensor'],,
A5921187515133445434,"Magnifica vivienda con reforma integral y muy actual, ubicada en uno de los barrios mas tradicionales de la ciudad de Valencia, por la tranquilidad de la zona y sobre todo por los servicios y comercios que dispone, todo muy conectado y a tu alcance. Vivienda compuesta de tres dormitorios: dos dobles y uno sencillo pero con capacidad. El inmueble es completamente exterior y con orientación sureste y muy bien distribuido, dos baños completos uno en la suite principal, armarios empotrados con gran almacenaje, sobre todo en el dormitorio principal, te vas a sorprender. La vivienda tiene innumerables atractivos, separada la zona de día y la de descanso sin alterar la armonía del hogar, salón amplio de 40 m2, con acceso al balcón. Como ves es la vivienda que buscabas, y ya la encontraste, llámanos y te atenderemos para darte mas información.",es,València,Patraix,Safranar,3.0,2.0,"['tres dormitorios', 'dos baños', 'suite', 'dormitorio']",['40 m2'],"['exterior', 'armarios empotrados']",[],[],['armario empotrado'],,40.0
A10620636515871023494,"GESA CONSULTORES, S. L.
Asesoramiento Inmobiliario.

Vivienda exterior, en quinta planta.
Superficie catastral 81 m2.
Distribución: salón con terraza, 3 habitaciones con armarios empotrados, un baño completo, cocina independiente con terraza tendedero.
Carpintería exterior en PVC.
Suelos de parquet.
Calefacción y agua caliente individuales por caldera de gas.
La vivienda ha de ser actualizada.
Conserje y portero automático.
Dos ascensores.
Portal adaptado con silla elevadora salvaescaleras.
Excelentes comunicaciones (metro línea 9, Barrio del Pilar) (autobuses LÍNEAS 49, 134, 132, 83, 137.. . )
Importante y conocido centro comercial a 5 minutos.
VISITELA.",es,Madrid,Fuencarral,La Paz,3.0,1.0,"['3 habitaciones', 'baño', 'cocina']",['81 m2'],"['exterior', 'terraza', 'armarios empotrados']",['centro comercial'],[],"['terraza', 'armario empotrado']",,81.0
A1048925495808406128,"Este piso a reformar se encuentra en Calle de Gregorio Sanz, 28053, Madrid, en la zona del Nueva Numanacia, en la planta 1. Es un piso, construido en el año 1962, que tiene 48 m2 de los cuales 43 m2 son útiles y dispone de 2 habitaciones, salón, cocina y cuarto de baño.

Se trata de un inmueble exterior. Incluye ventanas aluminio y suelo gres.",es,Madrid,Puente de Vallecas,San Diego,2.0,1.0,"['2 habitaciones', 'cocina', 'cuarto de baño']","['48 m2', '43 m2']",['exterior'],[],[],[],,48.0
A12998429427935217105,"Redhouse comercializa promoción viviendas obra nueva sobre plano. 
8 apartamentos de un dormitorio 
facilidades de pago. Cantidades avaladas por banco.
Cocina amueblada y equipada con electrodomésticos.
Paredes lisas. Baños y pavimentos grupo porcelanosa.
Carpintería lacada blanca.
Ventanas de pvc.
Puerta blindada.
A/a frío y calor.
Ascensor. Video portero.
Trastero incluido en el precio.
Excelente oportunidad inversores.
Plazo de construcción 12 meses + licencia de primera ocupación.",es,Madrid,Barajas,Casco Histórico de Barajas,1.0,,"['dormitorio', 'Cocina']",[],"['Puerta blindada', 'Ascensor']",['banco'],[],['ascensor'],,
A11077935999955275638,DURAN I BAS. - Inmueble en excelente ubicación al lado de Portal de l'Àngel y Plaza Catalunya. Actualmente reformado como despacho el piso es completamente exterior a la calle con Balcón y techos altos. Ideal para reformar a su gusto.,es,Barcelona,Ciutat Vella,El Gòtic,,,['despacho'],[],['exterior'],[],[],[],,
A15135360633524756031,"INMOBILIARIA OFRECE INMUEBLE
Se vende estupendo y recién reformado piso, IDEAL PARA INVERSIÓN O PARA PAREJAS, situado en pleno barrio de lavapies y bien comunicado con la red de transporte tanto en metro como en autobús. El inmueble dispone de un salón-cocina luminos y equipado, un dormitorio totalmente independiente y equipado y un cuarto de baño completo. Tiene al alcance de la mano numerosas ofertas de ocio.

Gran oportunidad. MEJOR VER.",es,Madrid,Centro,Lavapiés-Embajadores,1.0,1.0,"['dormitorio', 'cuarto de baño']",[],[],[],[],[],,
A11459665879475951299,"LUMINOSO! esa es la palabra que mejor define a este espectacular piso reformado de 4 dormitorios amplios con armarios empotrados. su orientación ESTE garantiza luz a toda la vivienda.
Consta de 4 dormitorios amplios, salón comedor de 20 metros cuadrados, gran cocina amueblada y equipada, tendedero, cuarto de baño grande totalmente reformado (antes era 1 baño y 1 aseo) hall de entrada con armario empotrado y pasillo distribuidor. La vivienda dispone de gas natural, portero automático, suelos de gres, contraventanas de aluminio, puertas macizas, puerta de acceso blindada, la finca dispone de accesos con rampa y 2 ascensores. Mejor ver.",es,Madrid,Usera,Orcasitas,4.0,1.0,"['4 dormitorios', 'comedor', 'cocina', 'cuarto de baño', 'baño', 'aseo', 'hall de entrada', 'pasillo']",[],['armarios empotrados'],[],[],['armario empotrado'],,
A2623527517688937157,"Se vende piso de 3 dormitorios, salón con terraza cerrada, cocina y baño con bañera. Soleado. Dispone de calefacción, parquet y ascensor. Muy bien comunicado. Mejor ver! Consulta disponibilidad con Rebeca 652671701.",es,Madrid,Ciudad Lineal,San Juan Bautista,3.0,1.0,"['3 dormitorios', 'cocina', 'baño']",[],"['terraza', 'bañera', 'ascensor']",[],[],"['terraza', 'ascensor']",,
A10663118427932185105,"Estupenda vivienda reformada en zona Viveros- Blasco Ibañez, muy luminosa, totalmente exterior y con vistas despejadas a Jardines de Monforte. La vivienda está ubicada en la sexta planta del edificio, consta de tres dormitorios dobles, dos cuartos de baños, uno de ellos en suite, accedemos a través de la puerta corredera de cristal al salón-comedor, muy amplio, al que se le incorporó el balcón, dándole uso de despacho e incorporando una estantería de pladur, existe la posibilidad de cerramiento para independizarlo de la zona de Salón- comedor. Las habitaciones, todas exteriores, tienen armarios empotrados lacados en blanco, igual que las puertas de toda vivienda. El dormitorio principal cuenta con zona de vestidor independiente de gran capacidad, y cuarto de baño completo en suite, con ducha y bañera, y da a patio de luces. Las habitaciones de los niños, tienen vistas a Jardines de Monforte, y las ventanas tienen doble cristal. Cabe destacar que se trata de una reforma de alta calidad, con suelos de parquet sintético AC5, en acabado roble, en toda la vivienda, excepto en cocina, galería y baños, ventanas con cristal climalit, lacadas en marrón oscuro, dispone de zona de armariada lacada en blanco, en pasillo de acceso zona noche, paredes lisas reforzadas con pladur, radiadores de gas natural en toda la vivienda con cubre-radiadores lacados en blanco, como el resto de carpintería interior de la vivienda y 2 equipos de aire acondicionado por conductos, Bomba frio/calor, uno para la zona de noche y el otro para salón-comedor, cocina y recibidor. Los cuartos de baño de diseño reformados, uno con bañera que da servicio a las dos habitaciones de los niños. Cocina de diseño, muy amplia y totalmente reformada, con pared con zona de comedor, zona de despensa de gran capacidad, y galería exterior independiente donde se encuentra la zona de lavado. La cocina, totalmente reformada, cabe destacar que se incorporó en reforma, ventana de cristal en muro y puerta cocina, para dar más luminosidad y amplitud. La cocina tiene una combina.",es,València,El Pla del Real,Exposició,3.0,1.0,"['tres dormitorios', 'suite', 'despacho', 'comedor', 'dormitorio', 'vestidor', 'cuarto de baño', 'cocina', 'pasillo', 'recibidor', 'baño', 'dos habitaciones', 'Cocina', 'despensa']",[],"['exterior', 'armarios empotrados', 'bañera', 'climalit', 'interior', 'aire acondicionado']",[],[],"['armario empotrado', 'aire acondicionado']",,
A14992156085597314038,"Vivienda distribuida en 3 habitaciones, 1 ba&ntilde;o completo, cocina y sal&oacute;n comedor. 4&ordf; planta sin ascensor. R&aacute;pida salida a Ronda Norte y cercana a Parque de Benicalap. Finca tranquila.",es,València,Benicalap,Ciutat Fallera,3.0,,"['3 habitaciones', 'cocina', 'comedor']",[],['ascensor'],['Parque'],[],['ascensor'],,
A10346806888243864411,"Una propiedad SEGREGABLE de 177m2 construidos, según catastro, que actualmente está distribuida y concebida como oficina, pero que se puede transformar de manera creativa y sencilla en una nueva y moderna vivienda con 4/5 dormitorios, 2 baños y un amplio salón comedor muy luminoso. O mantener el concepto de oficina y actualizarla para ofrecer el carácter que su empresa busca.
Una finca representativa.
Una segunda planta muy luminosa y muy tranquila al estar orientada a un gran patio de manzana. 
La finca cuenta con calefacción central y portero físico. 
Una ubicación perfecta junto a la Scuola Italiana, a la plaza de San Juan de la Cruz y al Paseo de la Castellana. 
Comunicación cercana con Metro, paradas Ríos Rosas y Nuevos Ministerios (RENFE). [IW].",es,Madrid,Chamberí,Nuevos Ministerios-Ríos Rosas,1.0,2.0,"['4/5 dormitorios', '2 baños', 'comedor']",[],[],[],[],[],,
A8990874391121682552,"Bonito piso reformado y ubicado en el barrio del Putxet en finca con ascensor, el piso originalmente consta de 2 habitaciones, cocina oficce, baño completo y salón comedor, suelos de parket y gres, carpintería interior de madera lacada y la exterior de aluminio con doble vidrio, el piso ofrece muchas posibilidades para un cambio de distribución ya que las paredes son de pladur, Muy bien comunicado con transporte público y rodeado de comercios.",es,Barcelona,Sarrià-Sant Gervasi,El Putxet i el Farró,2.0,1.0,"['2 habitaciones', 'cocina', 'baño', 'comedor']",[],"['ascensor', 'interior', 'exterior']",[],[],['ascensor'],,
A4811642365175933149,"Valencia Capital muy luminoso y ubicación ideal, zona con muchos comercios y servicios, parques, plazas, en la zona áreas para el disfrute de los pequeños, muy bien comunicado con toda Valencia al lado del bulevar sur, de ahí su magnifica comunicación con toda la ciudad, zona con servicios de transporte publico, centros de día, colegios, restaurantes, cafeterías, etc, etc. Vivienda muy luminosa, 5 º altura con ascensor, balcón pequeño corrido desde el salón a dormitorio principal con baño incorporado y armario empotrado, todas las habitaciones disponen de armarios. El zaguán del patio esta recién reformado integralmente con cambio del ascensor incluido todo con un gusto exquisito. El piso esta en un impecable estado de conservación. Muy cuadrado y sin pasillo. Puertas de cerezo, suelo de mármol, ventanales de aluminio climalit, 4 Dormitorios, Balcón, 2 baños, calefacción, Galería. Impresionante. -.",es,València,Jesús,L'Hort de Senabre,4.0,2.0,"['dormitorio', 'baño', 'pasillo', '4 Dormitorios', '2 baños']",[],"['ascensor', 'climalit']",[],[],['ascensor'],,
A11798606112463139736,"INMUEBLE A ESTRENAR EN ZONA CASTELLANA, CON UNA RENTABILIDAD MUY ATRACTIVA (LICENCIA TURISTICA)

Distribuido en dos dormitorios, un baño, salón comedor y cocina independiente. Completamente reformado, amueblado y decorado perfecto para rentabilizar o entrar a vivir.

Junto al IE, Avda America, Serrano, Velazquez, la milla de oro. No dude en solicitar mas información. 
Edificio del año 20, con conserje, aire acodicionado, calefacción de gas natural.. .

LICENCIA TURISTICA!",es,Madrid,Barrio de Salamanca,Castellana,2.0,1.0,"['dos dormitorios', 'baño', 'comedor', 'cocina']",[],[],[],[],[],,
A5319545608765171349,Tarima de madera tropical en toda la casa. Calefacción por Gas Natural. Súper luminoso y tranquilo.,es,Madrid,Centro,Lavapiés-Embajadores,,,[],[],[],[],[],[],,
A6176127320209370966,"En pleno distrito de Retiro en el barrio de Ibiza, uno de las zonas mas demandadas de la capital, La finca inmejorable con portero físico, ascensor y bien cuidada a escasos metros del Parque del Buen Retiro, entre las calle de Menendez Pelayo Odonell y Ibiza, con todos los servicios de centros de comercio, centros educativos y trasport publico, tanto en metro con la linea 2 en Principe de Vergara, Goya, linea 9 en Ibiza, linea 6 en Odonell y varios autobuses, C1, C2,20, 152,28, 61,63, 26, Hospitales como el Hospital General Universitario Gregorio Marañón y el Hospital Beata Maria Ana, y muy buenas salidas a las principales circunvalaciones M-30 de la ciudad.",es,Madrid,Retiro,Ibiza,,,[],[],['ascensor'],"['Parque', 'comercio', 'Hospital']",[],['ascensor'],,
A18314355210131021108,"Estrena tu nueva casa. Reformada completamente como una obra nueva con acabados de gama alta, electrodomésticos de primeras marcas y todo lo necesario para vivir sin más gastos, sin reformas, sin esperas, sin líos y sobre todo SIN COMISIONES. Somos propietarios.

Reforma en curso con finalización prevista para enero. Las fotos que se muestran son de ejemplo de otras viviendas similares que ya hemos desarrollado. Algunas se pueden visitar. Los precios no incluyen impuestos y gastos de compraventa.

Tenemos el placer de presentarte en exclusiva un nuevo proyecto promovido por Gunrob Servicios en su línea Premium y comercializado por nuevacasa. online en exclusiva, situado en la calle Lopez Grass, 50. A 8 minutos de la estación de metro de Nueva Numancia (Línea 1), a dos paradas de Pacífico (Líneas 1 y 6) y múltiples conexiones. En unos minutos estás en el centro de Madrid en transporte publico.

Se trata de una vivienda de 3 dormitorios, en planta baja, totalmente accesible, de 60 m2 construidos sobre la que realiza una reforma integral (como una obra nueva) y se equipa con calidades propias de viviendas de gama alta con electrodomésticos de primeras marcas, diseño, decoración con materiales y muebles modernos y de alta calidad. Preinstalación de aire acondicionado en salón y tres dormitorios. Domótica. Contacta con nosotros y te enviamos una memoria de calidades detallada.

Realizamos estudio de financiación buscando las mejores condiciones en los mejores bancos, de forma rápida, profesional y GRATUITA. En algunos casos, dependiendo del perfil del comprador se puede conseguir financiación del 90% o incluso 100%.

Es un piso ideal para una familia. Está completamente reformado, sentirás que eres la primera persona que vive en él. En esta zona hay mucha demanda debido a todo lo que ofrece, y el equilibrio entre la cercanía a Madrid y sus competitivos precios. No dejes escapar esta oportunidad de comenzar una nueva vida y llámanos.",es,Madrid,Puente de Vallecas,Numancia,3.0,,"['3 dormitorios', 'tres dormitorios']",['60 m2'],['aire acondicionado'],[],['financiación'],['aire acondicionado'],,60.0
A16613370840255144554,"GESPAIN PARQUE EUROPA vende vivienda de torre en San Ignacio de Loyola cercana a la parada de metro de Aviación Española de la linea 10 y muy próxima a la estación de cercanías de Las Águilas de la linea C5 que une Atocha con Móstoles, Líneas de autobuses urbanos 17, 34, 39, 139 y N19. Fácil acceso a la autovía A5, así como a las circunvalaciones M30, M40 y M50. Piso de esquina REFORMADO, completamente exterior con triple orientación norte-sur-oeste, con ascensor, que consta de vestíbulo de acceso, salón comedor con terraza abierta Y CHIMENEA, dos dormitorios dobles con armarios empotrados y aire acondicionado, un dormitorio sencillo, cocina independiente con tendedero cerrado y armario empotrado, pasillo distribuidor con un pequeño armario empotrado y baño completo. Dispone de calefacción central incluida en los gastos de comunidad, agua sanitaria por termo eléctrico. Pintura en gotele en toda la vivienda, carpintería exterior en madera lacada en blanco y contraventana de aluminio con toldos en todas las ventanas, carpintería interior en madera color sapeli, suelos de tarima, electricidad y fontanería renovadas. Vivienda muy luminosa y muy amplia. ¡VIVIENDA DE ESQUINA! ¡MEJOR VER!",es,Madrid,Latina,Águilas,2.0,1.0,"['comedor', 'dos dormitorios', 'dormitorio', 'cocina', 'pasillo', 'baño']",[],"['exterior', 'ascensor', 'terraza', 'armarios empotrados', 'aire acondicionado', 'interior']","['PARQUE', 'parada', 'CHIMENEA']",[],"['ascensor', 'terraza', 'armario empotrado', 'aire acondicionado']",,
A14829208082768099583,"se encuentran en el tranquilo barrio de Sants, a 2 minutos del metro Plaça de Sants y muy cerca del Parc de l’Espanya Industrial

El edificio es una finca regia con fachada a calle Guadiana y a interior de manzana y los dos pisos se ubican en la segunda planta( tercero real sin acensor)- aprovada una reforma integral del edificio y esta pagado todo! 

El apartamento ha sido totalmente reformado, modificando su distribución para darle más luz y unos espacios más abiertos. Al entrar se encuentra un distribuidor des del cual se accede a todos los espacios de la casa. Hay un baño completo con un armario para el termo eléctrico y preinstalación para la lavadora. Las habitaciones se abren al exterior por el patio de manzana, de manera que dan al lado más tranquilo del edificio, encontramos una habitación doble con vestidor en la galería y otra habitación en suite con vestidor y otro baño completo privado. El amplio salón-comedor-cocina tiene un balcón que da a la calle Guadiana y la cocina se distribuye en uno de los lados acabando con un banco que integra la mesa del comedor, dejando así todo el resto del espacio libre para el salón.
 
Se han conservado muchos de los elementos arquitectónicos originales del edificio como los altos techos de bovedilla cerámica, que se dejan vistos en muchas zonas del apartamento, o las paredes de ladrillo. También se han conservado y pulido en algunas zonas los bonitos mosaicos hidráulicos existentes. Las habitaciones y el salón se han pavimentado con tarima de parquet para dar más calidez. Todas las carpinterías se han hecho nuevas de madera, con doble cristal y cámara. El piso está equipado con todas las instalaciones de luz, agua y saneamiento nuevas y máquinas de aire acondicionado de frío y calor en todas las estancias. La cocina tiene un horno eléctrico, placa de inducción y lavavajillas y nevera-congelador integrados.",es,Barcelona,Sants-Montjuïc,Sants,,1.0,"['baño', 'vestidor', 'suite', 'cocina', 'comedor']",[],"['interior', 'exterior', 'aire acondicionado']",['banco'],[],['aire acondicionado'],,
A4150562820156129046,"Piso recien reformado, consta de 3 habitaciones, 1 baño y salon con cocina independiente. En la cocina tiene un tendedero abierto, la habitación principal dispone de un patio bastante amplio.
La zona donde se ubica el inmueble es una zona consolidada y esta rodeado de comercio, también tiene un colegio enfrente.
El piso esta reformado tanto en suelos, puertas, pintura etc.
calefacción por gas natural.
ABSTENERSE AGENCIAS. MEJOR VER.",es,Madrid,Carabanchel,Vista Alegre,3.0,1.0,"['3 habitaciones', 'baño', 'salon', 'cocina']",[],[],"['comercio', 'colegio']",[],[],,
A15835750078596282725,"Te ofrecemos este piso acogedor de 53m2 de superficie construida en el barrio de San Marcelino. Totalmente reformado, te presentamos un primer piso exterior en una finca sin ascensor y muy luminoso durante todo el día. Situado en el distrito de Jesús, cercano a colegios, a 15 minutos de la parada de metro, a un paso del Bulevar Sur y del Parc de la Rambleta.

Se compone de 2 habitaciones y 1 baño con suelo porcelánico y plato de ducha. La cocina, abierta al comedor y con ladrillo caravista en pared, y el baño están íntegramente reformados. El suelo es de parquet, paredes lisas, pintura blanca, lo que le da un aire muy moderno a la que podría ser tu próxima vivienda. Además, todos los ventanales han sido cambiados recientemente. 

Electricidad y fontanería nueva. 

Si buscas una zona tranquila donde vivir y a buen precio, ¡este es tu piso! ¡No pierdas la oportunidad de concertar una visita con nuestro equipo comercial Habitale!",es,València,Jesús,Sant Marcellí,2.0,1.0,"['2 habitaciones', 'baño', 'cocina', 'comedor']",[],"['exterior', 'ascensor', 'plato de ducha']",['parada'],[],['ascensor'],,
A3412623283947460393,"Se vende magnífico piso reformado ideal inversores, consta de dos habitaciones, salón, cocina y baño, actualmente la vivienda está con inquilino que paga 550 € de alquiler.
Solicite mas información sin compromiso.
[IW].",es,Madrid,Carabanchel,Buena Vista,2.0,1.0,"['dos habitaciones', 'cocina', 'baño']",[],[],[],['550 €'],[],550.0,
A12803133969460435690,"Magnífica Buhardilla entre la Plaza de Chamberí y la Plaza de Olavide, acogedora y tranquila. 60 metros cuadrados. Perfectamente comunicada. 1 Dormitorio y un Despacho o posibilidad de un segundo dormitorio. Baño, Cocina y Salón independientes. Ascensor. Aire Acondicionado. Calefacción individual. Gastos e impuestos incluidos en el precio.",es,Madrid,Chamberí,Trafalgar,1.0,1.0,"['Dormitorio', 'Despacho', 'dormitorio', 'Baño', 'Cocina']",['60 metros cuadrados'],"['Ascensor', 'Aire Acondicionado']",[],[],"['ascensor', 'aire acondicionado']",,60.0
